2,0.001000,2,2,1,1,0,0,1,0.00,0.00
2,0.001000,2,2,1,1,0,0,1,0.20,2243407.75
2,0.001000,2,2,1,1,0,0,1,0.40,3065865.75
2,0.001000,2,2,1,1,0,0,1,0.50,3436938.00
2,0.001000,2,2,1,1,0,0,1,0.75,4559744.00
2,0.001000,2,2,1,1,0,0,1,1.00,10155188.00
23,0.001000,38,23,1,1,0,0,1,0.00,0.00
23,0.001000,38,23,1,1,0,0,1,0.20,75173.20
23,0.001000,38,23,1,1,0,0,1,0.40,246145.52
23,0.001000,38,23,1,1,0,0,1,0.50,377050.12
23,0.001000,38,23,1,1,0,0,1,0.75,932732.25
23,0.001000,38,23,1,1,0,0,1,1.00,5440348.00
50,0.001000,74,50,1,1,0,0,1,0.00,0.00
50,0.001000,74,50,1,1,0,0,1,0.20,97716.11
50,0.001000,74,50,1,1,0,0,1,0.40,317293.41
50,0.001000,74,50,1,1,0,0,1,0.50,485565.19
50,0.001000,74,50,1,1,0,0,1,0.75,1212474.50
50,0.001000,74,50,1,1,0,0,1,1.00,7039585.00
94,0.001000,134,94,1,1,0,0,1,0.00,0.00
94,0.001000,134,94,1,1,0,0,1,0.20,97077.34
94,0.001000,134,94,1,1,0,0,1,0.40,317795.84
94,0.001000,134,94,1,1,0,0,1,0.50,484227.88
94,0.001000,134,94,1,1,0,0,1,0.75,1213174.50
94,0.001000,134,94,1,1,0,0,1,1.00,7136480.00
151,0.001000,218,151,1,1,0,0,1,0.00,0.00
151,0.001000,218,151,1,1,0,0,1,0.20,854965.19
151,0.001000,218,151,1,1,0,0,1,0.40,1575712.50
151,0.001000,218,151,1,1,0,0,1,0.50,1971711.75
151,0.001000,218,151,1,1,0,0,1,0.75,3233655.25
151,0.001000,218,151,1,1,0,0,1,1.00,9340194.00
173,0.001000,254,173,1,1,0,0,1,0.00,0.00
173,0.001000,254,173,1,1,0,0,1,0.20,1610306.25
173,0.001000,254,173,1,1,0,0,1,0.40,2593911.00
173,0.001000,254,173,1,1,0,0,1,0.50,3087044.50
173,0.001000,254,173,1,1,0,0,1,0.75,4526041.00
173,0.001000,254,173,1,1,0,0,1,1.00,10629133.00
198,0.001000,290,198,1,1,0,0,1,0.00,0.00
198,0.001000,290,198,1,1,0,0,1,0.20,96994.51
198,0.001000,290,198,1,1,0,0,1,0.40,319312.56
198,0.001000,290,198,1,1,0,0,1,0.50,485358.00
198,0.001000,290,198,1,1,0,0,1,0.75,1209005.50
198,0.001000,290,198,1,1,0,0,1,1.00,7503360.00
252,0.001000,350,252,1,1,0,0,1,0.00,0.00
252,0.001000,350,252,1,1,0,0,1,0.20,74271.31
252,0.001000,350,252,1,1,0,0,1,0.40,246936.33
252,0.001000,350,252,1,1,0,0,1,0.50,375895.72
252,0.001000,350,252,1,1,0,0,1,0.75,937030.50
252,0.001000,350,252,1,1,0,0,1,1.00,5357379.00
258,0.001000,362,258,1,1,0,0,1,0.00,0.00
258,0.001000,362,258,1,1,0,0,1,0.20,97554.34
258,0.001000,362,258,1,1,0,0,1,0.40,317788.31
258,0.001000,362,258,1,1,0,0,1,0.50,484812.06
258,0.001000,362,258,1,1,0,0,1,0.75,1216284.00
258,0.001000,362,258,1,1,0,0,1,1.00,7049751.50
274,0.001000,386,274,1,1,0,0,1,0.00,0.00
274,0.001000,386,274,1,1,0,0,1,0.20,93695.69
274,0.001000,386,274,1,1,0,0,1,0.40,307777.97
274,0.001000,386,274,1,1,0,0,1,0.50,469297.50
274,0.001000,386,274,1,1,0,0,1,0.75,1171756.00
274,0.001000,386,274,1,1,0,0,1,1.00,6705776.50
328,0.001000,458,328,1,1,0,0,1,0.00,0.00
328,0.001000,458,328,1,1,0,0,1,0.20,97097.84
328,0.001000,458,328,1,1,0,0,1,0.40,317819.69
328,0.001000,458,328,1,1,0,0,1,0.50,486928.69
328,0.001000,458,328,1,1,0,0,1,0.75,1214745.50
328,0.001000,458,328,1,1,0,0,1,1.00,7150877.00
351,0.001000,494,351,1,1,0,0,1,0.00,0.00
351,0.001000,494,351,1,1,0,0,1,0.20,97426.23
351,0.001000,494,351,1,1,0,0,1,0.40,317100.91
351,0.001000,494,351,1,1,0,0,1,0.50,485846.56
351,0.001000,494,351,1,1,0,0,1,0.75,1213362.25
351,0.001000,494,351,1,1,0,0,1,1.00,6904814.50
361,0.001000,506,361,1,1,0,0,1,0.00,0.00
361,0.001000,506,361,1,1,0,0,1,0.20,97331.85
361,0.001000,506,361,1,1,0,0,1,0.40,317264.53
361,0.001000,506,361,1,1,0,0,1,0.50,485954.19
361,0.001000,506,361,1,1,0,0,1,0.75,1210684.75
361,0.001000,506,361,1,1,0,0,1,1.00,7276941.00
404,0.001000,566,404,1,1,0,0,1,0.00,3341185.00
404,0.001000,566,404,1,1,0,0,1,0.20,10130257.00
404,0.001000,566,404,1,1,0,0,1,0.40,11616534.00
404,0.001000,566,404,1,1,0,0,1,0.50,12234886.00
404,0.001000,566,404,1,1,0,0,1,0.75,13720358.00
404,0.001000,566,404,1,1,0,0,1,1.00,16616350.00
413,0.001000,590,413,1,1,0,0,1,0.00,0.00
413,0.001000,590,413,1,1,0,0,1,0.20,87848.54
413,0.001000,590,413,1,1,0,0,1,0.40,287975.88
413,0.001000,590,413,1,1,0,0,1,0.50,439391.12
413,0.001000,590,413,1,1,0,0,1,0.75,1095921.00
413,0.001000,590,413,1,1,0,0,1,1.00,6668970.50
425,0.001000,614,425,1,1,0,0,1,0.00,0.00
425,0.001000,614,425,1,1,0,0,1,0.20,97090.76
425,0.001000,614,425,1,1,0,0,1,0.40,318197.22
425,0.001000,614,425,1,1,0,0,1,0.50,484112.06
425,0.001000,614,425,1,1,0,0,1,0.75,1208695.62
425,0.001000,614,425,1,1,0,0,1,1.00,7122010.00
465,0.001000,674,465,1,1,0,0,1,0.00,0.00
465,0.001000,674,465,1,1,0,0,1,0.20,97185.02
465,0.001000,674,465,1,1,0,0,1,0.40,317250.12
465,0.001000,674,465,1,1,0,0,1,0.50,486456.94
465,0.001000,674,465,1,1,0,0,1,0.75,1212829.50
465,0.001000,674,465,1,1,0,0,1,1.00,7275729.50
487,0.001000,698,487,1,1,0,0,1,0.00,0.00
487,0.001000,698,487,1,1,0,0,1,0.20,375962.19
487,0.001000,698,487,1,1,0,0,1,0.40,862404.06
487,0.001000,698,487,1,1,0,0,1,0.50,1162573.50
487,0.001000,698,487,1,1,0,0,1,0.75,2225493.50
487,0.001000,698,487,1,1,0,0,1,1.00,8387400.50
547,0.001000,782,547,1,1,0,0,1,0.00,0.00
547,0.001000,782,547,1,1,0,0,1,0.20,97069.82
547,0.001000,782,547,1,1,0,0,1,0.40,317921.22
547,0.001000,782,547,1,1,0,0,1,0.50,484948.50
547,0.001000,782,547,1,1,0,0,1,0.75,1211053.62
547,0.001000,782,547,1,1,0,0,1,1.00,7013200.50
577,0.001000,830,577,1,1,0,0,1,0.00,0.00
577,0.001000,830,577,1,1,0,0,1,0.20,743012.38
577,0.001000,830,577,1,1,0,0,1,0.40,1375487.75
577,0.001000,830,577,1,1,0,0,1,0.50,1732093.00
577,0.001000,830,577,1,1,0,0,1,0.75,2904413.25
577,0.001000,830,577,1,1,0,0,1,1.00,9105680.00
598,0.001000,854,598,1,1,0,0,1,0.00,0.00
598,0.001000,854,598,1,1,0,0,1,0.20,63196.69
598,0.001000,854,598,1,1,0,0,1,0.40,208601.12
598,0.001000,854,598,1,1,0,0,1,0.50,318798.44
598,0.001000,854,598,1,1,0,0,1,0.75,792065.19
598,0.001000,854,598,1,1,0,0,1,1.00,4629316.50
631,0.001000,902,631,1,1,0,0,1,0.00,0.00
631,0.001000,902,631,1,1,0,0,1,0.20,41283.38
631,0.001000,902,631,1,1,0,0,1,0.40,138192.22
631,0.001000,902,631,1,1,0,0,1,0.50,210935.88
631,0.001000,902,631,1,1,0,0,1,0.75,515639.38
631,0.001000,902,631,1,1,0,0,1,1.00,2798115.25
669,0.001000,962,669,1,1,0,0,1,0.00,0.00
669,0.001000,962,669,1,1,0,0,1,0.20,97604.62
669,0.001000,962,669,1,1,0,0,1,0.40,318042.16
